Full Name,Weight,Matchup,Outcome,Method,Round,Time
Iuri Alcantara,WEIGHT: 135 lbs.,"Iuri Alcantara
 
 Alejandro Perez",LOSS,U-DEC,3,5:00
Iuri Alcantara,WEIGHT: 135 lbs.,"Iuri Alcantara
 
 Brian Kelleher",LOSS,SUB,1,1:48
Iuri Alcantara,WEIGHT: 135 lbs.,"Iuri Alcantara
 
 Luke Sanders",WIN,SUB,2,3:13
Iuri Alcantara,WEIGHT: 135 lbs.,"Iuri Alcantara
 
 Brad Pickett",WIN,SUB,1,1:59
Iuri Alcantara,WEIGHT: 135 lbs.,"Iuri Alcantara
 
 Jimmie Rivera",LOSS,U-DEC,3,5:00
Iuri Alcantara,WEIGHT: 135 lbs.,"Iuri Alcantara
 
 Leandro Issa",WIN,U-DEC,3,5:00
Iuri Alcantara,WEIGHT: 135 lbs.,"Iuri Alcantara
 
 Frankie Saenz",LOSS,U-DEC,3,5:00
Iuri Alcantara,WEIGHT: 135 lbs.,"Iuri Alcantara
 
 Russell Doane",WIN,U-DEC,3,5:00
Iuri Alcantara,WEIGHT: 135 lbs.,"Iuri Alcantara
 
 Vaughan Lee",WIN,KO/TKO,1,0:25
Iuri Alcantara,WEIGHT: 135 lbs.,"Iuri Alcantara
 
 Wilson Reis",WIN,S-DEC,3,5:00
Iuri Alcantara,WEIGHT: 135 lbs.,"Iuri Alcantara
 
 Urijah Faber",LOSS,U-DEC,3,5:00
Iuri Alcantara,WEIGHT: 135 lbs.,"Iuri Alcantara
 
 Iliarde Santos",WIN,KO/TKO,1,2:31
Iuri Alcantara,WEIGHT: 135 lbs.,"Iuri Alcantara
 
 Pedro Nobre",NC,CNC,1,2:11
Iuri Alcantara,WEIGHT: 135 lbs.,"Iuri Alcantara
 
 Hacran Dias",LOSS,U-DEC,3,5:00
Iuri Alcantara,WEIGHT: 135 lbs.,"Iuri Alcantara
 
 Michihiro Omigawa",WIN,U-DEC,3,5:00
Iuri Alcantara,WEIGHT: 135 lbs.,"Iuri Alcantara
 
 Felipe Arantes",WIN,U-DEC,3,5:00
Iuri Alcantara,WEIGHT: 135 lbs.,"Iuri Alcantara
 
 Ricardo Lamas",WIN,KO/TKO,1,3:26
Ildemar Alcantara,WEIGHT: 185 lbs.,,,,,
Ildemar Alcantara,WEIGHT: 185 lbs.,"Ildemar Alcantara
 
 Kevin Casey",LOSS,U-DEC,3,5:00
Ildemar Alcantara,WEIGHT: 185 lbs.,"Ildemar Alcantara
 
 Richardson Moreira",WIN,S-DEC,3,5:00
Ildemar Alcantara,WEIGHT: 185 lbs.,"Ildemar Alcantara
 
 Kenny Robertson",LOSS,U-DEC,3,5:00
Ildemar Alcantara,WEIGHT: 185 lbs.,"Ildemar Alcantara
 
 Albert Tumenov",WIN,S-DEC,3,5:00
Ildemar Alcantara,WEIGHT: 185 lbs.,"Ildemar Alcantara
 
 Igor Araujo",LOSS,U-DEC,3,5:00
Ildemar Alcantara,WEIGHT: 185 lbs.,"Ildemar Alcantara
 
 Leandro Silva",WIN,U-DEC,3,5:00
Ildemar Alcantara,WEIGHT: 185 lbs.,"Ildemar Alcantara
 
 Wagner Prado",WIN,SUB,2,2:39
Alfonso Alcarez,WEIGHT: 145 lbs.,,,,,
Alfonso Alcarez,WEIGHT: 145 lbs.,"Alfonso Alcarez
 
 Jens Pulver",DRAW,M-DEC,2,5:00
Gilbert Aldana,WEIGHT: 250 lbs.,,,,,
Gilbert Aldana,WEIGHT: 250 lbs.,"Gilbert Aldana
 
 Cheick Kongo",LOSS,KO/TKO,1,4:13
Gilbert Aldana,WEIGHT: 250 lbs.,"Gilbert Aldana
 
 Paul Buentello",LOSS,KO/TKO,2,2:27
Irene Aldana,WEIGHT: 135 lbs.,,,,,
Irene Aldana,WEIGHT: 135 lbs.,"Irene Aldana
 
 Raquel Pennington",NEXT,,,
Irene Aldana,WEIGHT: 135 lbs.,"Irene Aldana
 
 Macy Chiasson",WIN,KO/TKO,3,2:21
Irene Aldana,WEIGHT: 135 lbs.,"Irene Aldana
 
 Yana Santos",WIN,KO/TKO,1,4:35
Irene Aldana,WEIGHT: 135 lbs.,"Irene Aldana
 
 Holly Holm",LOSS,U-DEC,5,5:00
Irene Aldana,WEIGHT: 135 lbs.,"Irene Aldana
 
 Ketlen Vieira",WIN,KO/TKO,1,4:51
Irene Aldana,WEIGHT: 135 lbs.,"Irene Aldana
 
 Vanessa Melo",WIN,U-DEC,3,5:00
Irene Aldana,WEIGHT: 135 lbs.,"Irene Aldana
 
 Raquel Pennington",LOSS,S-DEC,3,5:00
Irene Aldana,WEIGHT: 135 lbs.,"Irene Aldana
 
 Bethe Correia",WIN,SUB,3,3:24
Irene Aldana,WEIGHT: 135 lbs.,"Irene Aldana
 
 Lucie Pudilova",WIN,S-DEC,3,5:00
Irene Aldana,WEIGHT: 135 lbs.,"Irene Aldana
 
 Talita Bernardo",WIN,U-DEC,3,5:00
Irene Aldana,WEIGHT: 135 lbs.,"Irene Aldana
 
 Katlyn Chookagian",LOSS,S-DEC,3,5:00
Irene Aldana,WEIGHT: 135 lbs.,"Irene Aldana
 
 Leslie Smith",LOSS,U-DEC,3,5:00
Hector Aldana,WEIGHT: 170 lbs.,,,,,
Hector Aldana,WEIGHT: 170 lbs.,"Hector Aldana
 
 Miguel Baeza",LOSS,KO/TKO,2,2:32
Hector Aldana,WEIGHT: 170 lbs.,"Hector Aldana
 
 Laureano Staropoli",LOSS,U-DEC,3,5:00
Hector Aldana,WEIGHT: 170 lbs.,"Hector Aldana
 
 Song Kenan",LOSS,KO/TKO,2,4:45
Jose Alday,WEIGHT: 135 lbs.,,,,,
Jose Alday,WEIGHT: 135 lbs.,"Jose Alday
 
 Saimon Oliveira",LOSS,S-DEC,3,5:00
Jose Aldo,WEIGHT: 135 lbs.,,,,,
Jose Aldo,WEIGHT: 135 lbs.,"Jose Aldo
 
 Merab Dvalishvili",LOSS,U-DEC,3,5:00
Jose Aldo,WEIGHT: 135 lbs.,"Jose Aldo
 
 Rob Font",WIN,U-DEC,5,5:00
Jose Aldo,WEIGHT: 135 lbs.,"Jose Aldo
 
 Pedro Munhoz",WIN,U-DEC,3,5:00
Jose Aldo,WEIGHT: 135 lbs.,"Jose Aldo
 
 Marlon Vera",WIN,U-DEC,3,5:00
Jose Aldo,WEIGHT: 135 lbs.,"Jose Aldo
 
 Petr Yan",LOSS,KO/TKO,5,3:24
Jose Aldo,WEIGHT: 135 lbs.,"Jose Aldo
 
 Marlon Moraes",LOSS,S-DEC,3,5:00
Jose Aldo,WEIGHT: 135 lbs.,"Jose Aldo
 
 Alexander Volkanovski",LOSS,U-DEC,3,5:00
Jose Aldo,WEIGHT: 135 lbs.,"Jose Aldo
 
 Renato Moicano",WIN,KO/TKO,2,0:44
Jose Aldo,WEIGHT: 135 lbs.,"Jose Aldo
 
 Jeremy Stephens",WIN,KO/TKO,1,4:19
Jose Aldo,WEIGHT: 135 lbs.,"Jose Aldo
 
 Max Holloway",LOSS,KO/TKO,3,4:51
Jose Aldo,WEIGHT: 135 lbs.,"Jose Aldo
 
 Max Holloway",LOSS,KO/TKO,3,4:13
Jose Aldo,WEIGHT: 135 lbs.,"Jose Aldo
 
 Frankie Edgar",WIN,U-DEC,5,5:00
Jose Aldo,WEIGHT: 135 lbs.,"Jose Aldo
 
 Conor McGregor",LOSS,KO/TKO,1,0:13
Jose Aldo,WEIGHT: 135 lbs.,"Jose Aldo
 
 Chad Mendes",WIN,U-DEC,5,5:00
Jose Aldo,WEIGHT: 135 lbs.,"Jose Aldo
 
 Ricardo Lamas",WIN,U-DEC,5,5:00
Jose Aldo,WEIGHT: 135 lbs.,"Jose Aldo
 
 Chan Sung Jung",WIN,KO/TKO,4,2:00
Jose Aldo,WEIGHT: 135 lbs.,"Jose Aldo
 
 Frankie Edgar",WIN,U-DEC,5,5:00
Jose Aldo,WEIGHT: 135 lbs.,"Jose Aldo
 
 Chad Mendes",WIN,KO/TKO,1,4:59
Jose Aldo,WEIGHT: 135 lbs.,"Jose Aldo
 
 Kenny Florian",WIN,U-DEC,5,5:00
Jose Aldo,WEIGHT: 135 lbs.,"Jose Aldo
 
 Mark Hominick",WIN,U-DEC,5,5:00
Jose Aldo,WEIGHT: 135 lbs.,"Jose Aldo
 
 Manvel Gamburyan",WIN,KO/TKO,2,1:32
Jose Aldo,WEIGHT: 135 lbs.,"Jose Aldo
 
 Urijah Faber",WIN,U-DEC,5,5:00
Jose Aldo,WEIGHT: 135 lbs.,"Jose Aldo
 
 Mike Brown",WIN,KO/TKO,2,1:20
Jose Aldo,WEIGHT: 135 lbs.,"Jose Aldo
 
 Cub Swanson",WIN,KO/TKO,1,0:08
Jose Aldo,WEIGHT: 135 lbs.,"Jose Aldo
 
 Chris Mickle",WIN,KO/TKO,1,1:39
Jose Aldo,WEIGHT: 135 lbs.,"Jose Aldo
 
 Rolando Perez",WIN,KO/TKO,1,4:15
Jose Aldo,WEIGHT: 135 lbs.,"Jose Aldo
 
 Jonathan Brookins",WIN,KO/TKO,3,0:45
Jose Aldo,WEIGHT: 135 lbs.,"Jose Aldo
 
 Alexandre Franca Nogueira",WIN,KO/TKO,2,3:22
JJ Aldrich,WEIGHT: 125 lbs.,,,,,
JJ Aldrich,WEIGHT: 125 lbs.,"JJ Aldrich
 
 Ariane Lipski",LOSS,U-DEC,3,5:00
JJ Aldrich,WEIGHT: 125 lbs.,"JJ Aldrich
 
 Erin Blanchfield",LOSS,SUB,2,2:38
JJ Aldrich,WEIGHT: 125 lbs.,"JJ Aldrich
 
 Gillian Robertson",WIN,U-DEC,3,5:00
JJ Aldrich,WEIGHT: 125 lbs.,"JJ Aldrich
 
 Vanessa Demopoulos",WIN,U-DEC,3,5:00
JJ Aldrich,WEIGHT: 125 lbs.,"JJ Aldrich
 
 Cortney Casey",WIN,S-DEC,3,5:00
JJ Aldrich,WEIGHT: 125 lbs.,"JJ Aldrich
 
 Sabina Mazo",LOSS,S-DEC,3,5:00
JJ Aldrich,WEIGHT: 125 lbs.,"JJ Aldrich
 
 Lauren Mueller",WIN,U-DEC,3,5:00
JJ Aldrich,WEIGHT: 125 lbs.,"JJ Aldrich
 
 Maycee Barber",LOSS,KO/TKO,2,3:01
JJ Aldrich,WEIGHT: 125 lbs.,"JJ Aldrich
 
 Polyana Viana",WIN,U-DEC,3,5:00
JJ Aldrich,WEIGHT: 125 lbs.,"JJ Aldrich
 
 Danielle Taylor",WIN,U-DEC,3,5:00
JJ Aldrich,WEIGHT: 125 lbs.,"JJ Aldrich
 
 Chan-Mi Jeon",WIN,U-DEC,3,5:00
JJ Aldrich,WEIGHT: 125 lbs.,"JJ Aldrich
 
 Juliana Lima",LOSS,U-DEC,3,5:00
Irina Alekseeva,WEIGHT: 135 lbs.,,,,,
Irina Alekseeva,WEIGHT: 135 lbs.,"Irina Alekseeva
 
 Stephanie Egger",NEXT,,,
Jim Alers,WEIGHT: 145 lbs.,,,,,
Jim Alers,WEIGHT: 145 lbs.,"Jim Alers
 
 Jason Knight",LOSS,S-DEC,3,5:00
Jim Alers,WEIGHT: 145 lbs.,"Jim Alers
 
 Cole Miller",NC,CNC,2,1:34
Jim Alers,WEIGHT: 145 lbs.,"Jim Alers
 
 Chas Skelly",LOSS,KO/TKO,2,4:59
Jim Alers,WEIGHT: 145 lbs.,"Jim Alers
 
 Alan Omer",WIN,S-DEC,3,5:00
John Alessio,WEIGHT: 155 lbs.,,,,,
John Alessio,WEIGHT: 155 lbs.,"John Alessio
 
 Shane Roller",LOSS,U-DEC,3,5:00
John Alessio,WEIGHT: 155 lbs.,"John Alessio
 
 Mark Bocek",LOSS,U-DEC,3,5:00
John Alessio,WEIGHT: 155 lbs.,"John Alessio
 
 Andre Galvao",LOSS,SUB,1,7:34
John Alessio,WEIGHT: 155 lbs.,"John Alessio
 
 Brock Larson",LOSS,DQ,1,1:50
John Alessio,WEIGHT: 155 lbs.,"John Alessio
 
 Todd Moore",WIN,U-DEC,3,5:00
John Alessio,WEIGHT: 155 lbs.,"John Alessio
 
 Marcelo Brito",WIN,U-DEC,3,5:00
John Alessio,WEIGHT: 155 lbs.,"John Alessio
 
 Alex Serdyukov",WIN,SUB,1,1:17
John Alessio,WEIGHT: 155 lbs.,"John Alessio
 
 Carlos Condit",LOSS,SUB,2,4:59
John Alessio,WEIGHT: 155 lbs.,"John Alessio
 
 Brian Gassaway",WIN,SUB,1,4:50
John Alessio,WEIGHT: 155 lbs.,"John Alessio
 
 Thiago Alves",LOSS,U-DEC,3,5:00
John Alessio,WEIGHT: 155 lbs.,"John Alessio
 
 Alex Serdyukov",WIN,SUB,3,1:52
John Alessio,WEIGHT: 155 lbs.,"John Alessio
 
 Diego Sanchez",LOSS,U-DEC,3,5:00
John Alessio,WEIGHT: 155 lbs.,"John Alessio
 
 Pat Miletich",LOSS,SUB,2,1:43
Houston Alexander,WEIGHT: 205 lbs.,,,,,
Houston Alexander,WEIGHT: 205 lbs.,"Houston Alexander
 
 Kevin Ferguson",LOSS,U-DEC,3,5:00
Houston Alexander,WEIGHT: 205 lbs.,"Houston Alexander
 
 Eric Schafer",LOSS,SUB,1,4:53
Houston Alexander,WEIGHT: 205 lbs.,"Houston Alexander
 
 James Irvin",LOSS,KO/TKO,1,0:08
Houston Alexander,WEIGHT: 205 lbs.,"Houston Alexander
 
 Thiago Silva",LOSS,KO/TKO,1,3:25
Houston Alexander,WEIGHT: 205 lbs.,"Houston Alexander
 
 Alessio Sakara",WIN,KO/TKO,1,1:01
Houston Alexander,WEIGHT: 205 lbs.,"Houston Alexander
 
 Keith Jardine",WIN,KO/TKO,1,0:48
Kenneth Alexander,WEIGHT: 155 lbs.,,,,,
Kenneth Alexander,WEIGHT: 155 lbs.,"Kenneth Alexander
 
 Rob McCullough",LOSS,S-DEC,3,5:00
Kenneth Alexander,WEIGHT: 155 lbs.,"Kenneth Alexander
 
 Donald Cerrone",NC,Overturned,1,0:56
Lucas Alexander,WEIGHT: 145 lbs.,,,,,
Lucas Alexander,WEIGHT: 145 lbs.,"Lucas Alexander
 
 Steven Peterson",WIN,U-DEC,3,5:00
Lucas Alexander,WEIGHT: 145 lbs.,"Lucas Alexander
 
 Joanderson Brito",LOSS,SUB,1,2:02
Marcio Alexandre Junior,WEIGHT: 185 lbs.,,,,,
Marcio Alexandre Junior,WEIGHT: 185 lbs.,"Marcio Alexandre Junior
 
 Leonardo Silva de Oliveira",WIN,SUB,1,1:52
Marcio Alexandre Junior,WEIGHT: 185 lbs.,"Marcio Alexandre Junior
 
 Court McGee",LOSS,U-DEC,3,5:00
Marcio Alexandre Junior,WEIGHT: 185 lbs.,"Marcio Alexandre Junior
 
 Tim Means",LOSS,S-DEC,3,5:00
Marcio Alexandre Junior,WEIGHT: 185 lbs.,"Marcio Alexandre Junior
 
 Warlley Alves",LOSS,SUB,3,0:25
Olaf Alfonso,WEIGHT: 170 lbs.,,,,,
Olaf Alfonso,WEIGHT: 170 lbs.,"Olaf Alfonso
 
 Alex Karalexis",LOSS,KO/TKO,2,3:53
Olaf Alfonso,WEIGHT: 170 lbs.,"Olaf Alfonso
 
 John Polakowski",LOSS,S-DEC,3,5:00
Olaf Alfonso,WEIGHT: 170 lbs.,"Olaf Alfonso
 
 Hayato Sakurai",LOSS,KO/TKO,1,1:54
Olaf Alfonso,WEIGHT: 170 lbs.,"Olaf Alfonso
 
 Gilbert Melendez",LOSS,KO/TKO,3,4:54
Pablo Alfonso,WEIGHT: 145 lbs.,,,,,
Pablo Alfonso,WEIGHT: 145 lbs.,"Pablo Alfonso
 
 Marcos da Matta",WIN,SUB,1,1:47
Levi Alford,WEIGHT: --,,,,,
Bill Algeo,WEIGHT: 145 lbs.,,,,,
Bill Algeo,WEIGHT: 145 lbs.,"Bill Algeo
 
 TJ Brown",WIN,SUB,2,1:40
Bill Algeo,WEIGHT: 145 lbs.,"Bill Algeo
 
 Andre Fili",LOSS,S-DEC,3,5:00
Bill Algeo,WEIGHT: 145 lbs.,"Bill Algeo
 
 Herbert Burns",WIN,KO/TKO,2,1:50
Bill Algeo,WEIGHT: 145 lbs.,"Bill Algeo
 
 Joanderson Brito",WIN,U-DEC,3,5:00
Bill Algeo,WEIGHT: 145 lbs.,"Bill Algeo
 
 Ricardo Ramos",LOSS,U-DEC,3,5:00
Bill Algeo,WEIGHT: 145 lbs.,"Bill Algeo
 
 Spike Carlyle",WIN,U-DEC,3,5:00
Bill Algeo,WEIGHT: 145 lbs.,"Bill Algeo
 
 Ricardo Lamas",LOSS,U-DEC,3,5:00
Bill Algeo,WEIGHT: 145 lbs.,"Bill Algeo
 
 Brendan Loughnane",LOSS,U-DEC,3,5:00
Royce Alger,WEIGHT: 199 lbs.,,,,,
Royce Alger,WEIGHT: 199 lbs.,"Royce Alger
 
 Eugene Jackson",LOSS,KO/TKO,2,1:19
Royce Alger,WEIGHT: 199 lbs.,"Royce Alger
 
 Enson Inoue",LOSS,SUB,1,1:36
Amir Aliakbari,WEIGHT: 250 lbs.,,,,,
Sultan Aliev,WEIGHT: 170 lbs.,,,,,
Sultan Aliev,WEIGHT: 170 lbs.,"Sultan Aliev
 
 Keita Nakamura",WIN,U-DEC,3,5:00
Sultan Aliev,WEIGHT: 170 lbs.,"Sultan Aliev
 
 Warlley Alves",LOSS,KO/TKO,2,5:00
Sultan Aliev,WEIGHT: 170 lbs.,"Sultan Aliev
 
 Bojan Velickovic",WIN,S-DEC,3,5:00
Sultan Aliev,WEIGHT: 170 lbs.,"Sultan Aliev
 
 Kenny Robertson",LOSS,KO/TKO,1,2:42
Nurullo Aliev,WEIGHT: 155 lbs.,,,,,
Nurullo Aliev,WEIGHT: 155 lbs.,"Nurullo Aliev
 
 Rafael Alves",WIN,M-DEC,3,5:00
Nurullo Aliev,WEIGHT: 155 lbs.,"Nurullo Aliev
 
 Josh Wick",WIN,KO/TKO,1,4:36
Ikram Aliskerov,WEIGHT: 185 lbs.,,,,,
Ikram Aliskerov,WEIGHT: 185 lbs.,"Ikram Aliskerov
 
 Phil Hawes",NEXT,,,
Ikram Aliskerov,WEIGHT: 185 lbs.,"Ikram Aliskerov
 
 Mario Sousa",WIN,SUB,1,2:09
Leon Aliu,WEIGHT: 185 lbs.,,,,,
Leon Aliu,WEIGHT: 185 lbs.,"Leon Aliu
 
 Brunno Ferreira",LOSS,KO/TKO,1,1:35
John Allan,WEIGHT: 205 lbs.,,,,,
John Allan,WEIGHT: 205 lbs.,"John Allan
 
 Dustin Jacoby",LOSS,U-DEC,3,5:00
John Allan,WEIGHT: 205 lbs.,"John Allan
 
 Roman Dolidze",LOSS,S-DEC,3,5:00
John Allan,WEIGHT: 205 lbs.,"John Allan
 
 Mike Rodriguez",NC,Overturned,3,5:00
John Allan,WEIGHT: 205 lbs.,"John Allan
 
 Vinicius Moreira",LOSS,SUB,2,3:40
George Allen,WEIGHT: 205 lbs.,,,,,
George Allen,WEIGHT: 205 lbs.,"George Allen
 
 Keith Jardine",LOSS,U-DEC,2,5:00
Arnold Allen,WEIGHT: 145 lbs.,,,,,
Arnold Allen,WEIGHT: 145 lbs.,"Arnold Allen
 
 Max Holloway",LOSS,U-DEC,5,5:00
Arnold Allen,WEIGHT: 145 lbs.,"Arnold Allen
 
 Calvin Kattar",WIN,KO/TKO,2,0:08
Arnold Allen,WEIGHT: 145 lbs.,"Arnold Allen
 
 Dan Hooker",WIN,KO/TKO,1,2:33
Arnold Allen,WEIGHT: 145 lbs.,"Arnold Allen
 
 Sodiq Yusuff",WIN,U-DEC,3,5:00
Arnold Allen,WEIGHT: 145 lbs.,"Arnold Allen
 
 Nik Lentz",WIN,U-DEC,3,5:00
Arnold Allen,WEIGHT: 145 lbs.,"Arnold Allen
 
 Gilbert Melendez",WIN,U-DEC,3,5:00
Arnold Allen,WEIGHT: 145 lbs.,"Arnold Allen
 
 Jordan Rinaldi",WIN,U-DEC,3,5:00
Arnold Allen,WEIGHT: 145 lbs.,"Arnold Allen
 
 Mads Burnell",WIN,SUB,3,2:41
Arnold Allen,WEIGHT: 145 lbs.,"Arnold Allen
 
 Makwan Amirkhani",WIN,S-DEC,3,5:00
Arnold Allen,WEIGHT: 145 lbs.,"Arnold Allen
 
 Yaotzin Meza",WIN,U-DEC,3,5:00
Arnold Allen,WEIGHT: 145 lbs.,"Arnold Allen
 
 Alan Omer",WIN,SUB,3,1:41
Brendan Allen,WEIGHT: 185 lbs.,,,,,
Brendan Allen,WEIGHT: 185 lbs.,"Brendan Allen
 
 Andre Muniz",WIN,SUB,3,4:25
Brendan Allen,WEIGHT: 185 lbs.,"Brendan Allen
 
 Krzysztof Jotko",WIN,SUB,1,4:17
Brendan Allen,WEIGHT: 185 lbs.,"Brendan Allen
 
 Jacob Malkoun",WIN,U-DEC,3,5:00
Brendan Allen,WEIGHT: 185 lbs.,"Brendan Allen
 
 Sam Alvey",WIN,SUB,2,2:10
Brendan Allen,WEIGHT: 185 lbs.,"Brendan Allen
 
 Chris Curtis",LOSS,KO/TKO,2,1:58
Brendan Allen,WEIGHT: 185 lbs.,"Brendan Allen
 
 Punahele Soriano",WIN,U-DEC,3,5:00
Brendan Allen,WEIGHT: 185 lbs.,"Brendan Allen
 
 Karl Roberson",WIN,SUB,1,4:55
Brendan Allen,WEIGHT: 185 lbs.,"Brendan Allen
 
 Sean Strickland",LOSS,KO/TKO,2,1:32
Brendan Allen,WEIGHT: 185 lbs.,"Brendan Allen
 
 Kyle Daukaus",WIN,U-DEC,3,5:00
Brendan Allen,WEIGHT: 185 lbs.,"Brendan Allen
 
 Tom Breese",WIN,KO/TKO,1,4:47
Brendan Allen,WEIGHT: 185 lbs.,"Brendan Allen
 
 Kevin Holland",WIN,SUB,2,3:38
Brendan Allen,WEIGHT: 185 lbs.,"Brendan Allen
 
 Aaron Jeffery",WIN,SUB,1,3:23
Ben Alloway,WEIGHT: 170 lbs.,,,,,
Ben Alloway,WEIGHT: 170 lbs.,"Ben Alloway
 
 Zak Cummings",LOSS,SUB,1,4:19
Ben Alloway,WEIGHT: 170 lbs.,"Ben Alloway
 
 Ryan LaFlare",LOSS,U-DEC,3,5:00
Ben Alloway,WEIGHT: 170 lbs.,"Ben Alloway
 
 Manuel Rodriguez",WIN,KO/TKO,1,4:57
Assu Almabayev,WEIGHT: 125 lbs.,,,,,
Ricardo Almeida,WEIGHT: 170 lbs.,,,,,
Ricardo Almeida,WEIGHT: 170 lbs.,"Ricardo Almeida
 
 Mike Pyle",LOSS,U-DEC,3,5:00
Ricardo Almeida,WEIGHT: 170 lbs.,"Ricardo Almeida
 
 TJ Grant",WIN,U-DEC,3,5:00
Ricardo Almeida,WEIGHT: 170 lbs.,"Ricardo Almeida
 
 Matt Hughes",LOSS,SUB,1,3:15
Ricardo Almeida,WEIGHT: 170 lbs.,"Ricardo Almeida
 
 Matt Brown",WIN,SUB,2,3:30
Ricardo Almeida,WEIGHT: 170 lbs.,"Ricardo Almeida
 
 Kendall Grove",WIN,U-DEC,3,5:00
Ricardo Almeida,WEIGHT: 170 lbs.,"Ricardo Almeida
 
 Matt Horwich",WIN,U-DEC,3,5:00
Ricardo Almeida,WEIGHT: 170 lbs.,"Ricardo Almeida
 
 Patrick Cote",LOSS,S-DEC,3,5:00
Ricardo Almeida,WEIGHT: 170 lbs.,"Ricardo Almeida
 
 Rob Yundt",WIN,SUB,1,1:08
Ricardo Almeida,WEIGHT: 170 lbs.,"Ricardo Almeida
 
 Ryo Chonan",WIN,U-DEC,2,5:00
Ricardo Almeida,WEIGHT: 170 lbs.,"Ricardo Almeida
 
 Andrei Semenov",LOSS,KO/TKO,2,2:01
Ricardo Almeida,WEIGHT: 170 lbs.,"Ricardo Almeida
 
 Eugene Jackson",WIN,SUB,1,4:06
Ricardo Almeida,WEIGHT: 170 lbs.,"Ricardo Almeida
 
 Matt Lindland",LOSS,DQ,3,4:21
Ricardo Almeida,WEIGHT: 170 lbs.,"Ricardo Almeida
 
 Akira Shoji",WIN,U-DEC,2,10:00
Magno Almeida,WEIGHT: 155 lbs.,,,,,
Magno Almeida,WEIGHT: 155 lbs.,"Magno Almeida
 
 James Terry",LOSS,KO/TKO,1,3:21
Magno Almeida,WEIGHT: 155 lbs.,"Magno Almeida
 
 Conor Heun",LOSS,U-DEC,3,5:00
Thomas Almeida,WEIGHT: 145 lbs.,,,,,
Thomas Almeida,WEIGHT: 145 lbs.,"Thomas Almeida
 
 Sean O'Malley",LOSS,KO/TKO,3,3:52
Thomas Almeida,WEIGHT: 145 lbs.,"Thomas Almeida
 
 Jonathan Martinez",LOSS,U-DEC,3,5:00
Thomas Almeida,WEIGHT: 145 lbs.,"Thomas Almeida
 
 Rob Font",LOSS,KO/TKO,2,2:24
Thomas Almeida,WEIGHT: 145 lbs.,"Thomas Almeida
 
 Jimmie Rivera",LOSS,U-DEC,3,5:00
Thomas Almeida,WEIGHT: 145 lbs.,"Thomas Almeida
 
 Albert Morales",WIN,KO/TKO,2,1:37
Thomas Almeida,WEIGHT: 145 lbs.,"Thomas Almeida
 
 Cody Garbrandt",LOSS,KO/TKO,1,2:53
Thomas Almeida,WEIGHT: 145 lbs.,"Thomas Almeida
 
 Anthony Birchak",WIN,KO/TKO,1,4:24
Thomas Almeida,WEIGHT: 145 lbs.,"Thomas Almeida
 
 Brad Pickett",WIN,KO/TKO,2,0:29
Thomas Almeida,WEIGHT: 145 lbs.,"Thomas Almeida
 
 Yves Jabouin",WIN,KO/TKO,1,4:18
Thomas Almeida,WEIGHT: 145 lbs.,"Thomas Almeida
 
 Tim Gorman",WIN,U-DEC,3,5:00
Ericka Almeida,WEIGHT: 115 lbs.,,,,,
Ericka Almeida,WEIGHT: 115 lbs.,"Ericka Almeida
 
 Aisling Daly",LOSS,U-DEC,3,5:00
Ericka Almeida,WEIGHT: 115 lbs.,"Ericka Almeida
 
 Juliana Lima",LOSS,U-DEC,3,5:00
Estefani Almeida,WEIGHT: 125 lbs.,,,,,
Estefani Almeida,WEIGHT: 125 lbs.,"Estefani Almeida
 
 Taila Santos",LOSS,U-DEC,3,5:00
Jailton Almeida,WEIGHT: 205 lbs.,,,,,
Jailton Almeida,WEIGHT: 205 lbs.,"Jailton Almeida
 
 Jairzinho Rozenstruik",NEXT,,,
Jailton Almeida,WEIGHT: 205 lbs.,"Jailton Almeida
 
 Shamil Abdurakhimov",WIN,KO/TKO,2,2:56
Jailton Almeida,WEIGHT: 205 lbs.,"Jailton Almeida
 
 Anton Turkalj",WIN,SUB,1,4:27
Jailton Almeida,WEIGHT: 205 lbs.,"Jailton Almeida
 
 Parker Porter",WIN,SUB,1,4:35
Jailton Almeida,WEIGHT: 205 lbs.,"Jailton Almeida
 
 Danilo Marques",WIN,KO/TKO,1,2:57
Jailton Almeida,WEIGHT: 205 lbs.,"Jailton Almeida
 
 Nasrudin Nasrudinov",WIN,SUB,2,1:49
Lucas Almeida,WEIGHT: 145 lbs.,,,,,
Lucas Almeida,WEIGHT: 145 lbs.,"Lucas Almeida
 
 Michael Trizano",WIN,KO/TKO,3,0:55
Lucas Almeida,WEIGHT: 145 lbs.,"Lucas Almeida
 
 Daniel Zellhuber",LOSS,U-DEC,3,5:00
Mauricio Alonso,WEIGHT: 170 lbs.,,,,,
Sarah Alpar,WEIGHT: 135 lbs.,,,,,
Sarah Alpar,WEIGHT: 135 lbs.,"Sarah Alpar
 
 Erin Blanchfield",LOSS,U-DEC,3,5:00
Sarah Alpar,WEIGHT: 135 lbs.,"Sarah Alpar
 
 Jessica-Rose Clark",LOSS,KO/TKO,3,4:21
Sarah Alpar,WEIGHT: 135 lbs.,"Sarah Alpar
 
 Shanna Young",WIN,SUB,2,2:55
Ali AlQaisi,WEIGHT: 135 lbs.,,,,,
