Full Name,Weight,Matchup,Outcome,Method,Round,Time,Method Summary,Match Summary,Predicted Match Summary
Tim Elliott,125 lbs.,Ryan Benoit,WIN,U-DEC,3.0,5:00,Decision,Tim Elliott Decision Win,Tim Elliott Decision Win
Tim Kennedy,185 lbs.,Rafael Natal,WIN,KO/TKO ,1.0,4:40,KO,Tim Kennedy KO Win,Rafael Natal Decision Win
Tim Means,170 lbs.,Dhiego Lima,WIN,KO/TKO ,1.0,2:17,KO,Tim Means KO Win,Tim Means KO Win
Tim Sylvia,265 lbs.,Randy Couture,LOSS,U-DEC,5.0,5:00,Decision,Randy Couture Decision Win,Tim Sylvia KO Win
Tito Ortiz,205 lbs.,Vladimir Matyushenko,WIN,U-DEC,5.0,5:00,Decision,Tito Ortiz Decision Win,Tito Ortiz KO Win
Tom Lawlor,205 lbs.,Michael Kuiper,WIN,SUB,2.0,1:05,Submission,Tom Lawlor Submission Win,Tom Lawlor Submission Win
Tony Ferguson,155 lbs.,Katsunori Kikuno,WIN,KO/TKO,1.0,4:06,KO,Tony Ferguson KO Win,Tony Ferguson KO Win
Travis Browne,255 lbs.,Cain Velasquez,LOSS,KO/TKO,1.0,4:57,KO,Cain Velasquez KO Win,Cain Velasquez KO Win
Trevin Giles,170 lbs.,Michael Morales,LOSS,KO/TKO,1.0,4:06,KO,Michael Morales KO Win,Michael Morales KO Win
Trevor Prangley,185 lbs.,Tim Kennedy,LOSS,SUB,1.0,3:35,Submission,Tim Kennedy Submission Win,Tim Kennedy Decision Win
Trevor Smith,185 lbs.,Chris Camozzi,WIN,U-DEC,3.0,5:00,Decision,Trevor Smith Decision Win,Trevor Smith Decision Win
Tyron Woodley,170 lbs.,Jake Shields,LOSS,S-DEC,3.0,5:00,Decision,Jake Shields Decision Win,Jake Shields Decision Win
Tyson Griffin,145 lbs.,Takanori Gomi,LOSS,KO/TKO,1.0,1:04,KO,Takanori Gomi KO Win,Takanori Gomi Decision Win
Uriah Hall,185 lbs.,Anderson Silva,WIN,KO/TKO,4.0,1:24,KO,Uriah Hall KO Win,Anderson Silva KO Win
Urijah Faber,135 lbs.,Eddie Wineland,WIN,U-DEC,3.0,5:00,Decision,Urijah Faber Decision Win,Eddie Wineland KO Win
Valentina Shevchenko,125 lbs.,Jessica Andrade,WIN,KO/TKO,2.0,3:19,KO,Valentina Shevchenko KO Win,Valentina Shevchenko Decision Win
Vicente Luque,170 lbs.,Tyron Woodley,WIN,SUB ,1.0,3:56,Submission,Vicente Luque Submission Win,Vicente Luque KO Win
Vinc Pichel,155 lbs.,Jim Miller,WIN,U-DEC,3.0,5:00,Decision,Vinc Pichel Decision Win,Vinc Pichel Decision Win
Vitor Belfort,185 lbs.,Kelvin Gastelum,NC,Overturned,1.0,3:52,Submission,Kelvin Gastelum Submission Win,Kelvin Gastelum Decision Win
Vladimir Matyushenko,205 lbs.,Alexandre Ferreira,WIN,KO/TKO,1.0,2:20,KO,Vladimir Matyushenko KO Win,Vladimir Matyushenko KO Win
Volkan Oezdemir,205 lbs.,Magomed Ankalaev,LOSS,U-DEC,3.0,5:00,Decision,Magomed Ankalaev Decision Win,Magomed Ankalaev KO Win
Walt Harris,250 lbs.,Aleksei Oleinik,WIN,KO/TKO ,1.0,0:12,KO,Walt Harris KO Win,Walt Harris KO Win
Wanderlei Silva,205 lbs.,Cung Le,WIN,KO/TKO ,2.0,4:49,KO,Wanderlei Silva KO Win,Cung Le KO Win
Warlley Alves,170 lbs.,Randy Brown,LOSS,SUB,2.0,1:22,Submission,Randy Brown Submission Win,Randy Brown Decision Win
Wilson Gouveia,185 lbs.,Jason MacDonald,WIN,KO/TKO,1.0,2:18,KO,Wilson Gouveia KO Win,Wilson Gouveia Submission Win
Wilson Reis,125 lbs.,John Moraga,LOSS,U-DEC,3.0,5:00,Decision,John Moraga Decision Win,Wilson Reis Decision Win
Yair Rodriguez,145 lbs.,Max Holloway,LOSS,U-DEC ,5.0,5:00,Decision,Max Holloway Decision Win,Yair Rodriguez Decision Win
Yancy Medeiros,155 lbs.,Donald Cerrone,LOSS,KO/TKO,1.0,4:58,KO,Donald Cerrone KO Win,Donald Cerrone KO Win
Yoel Romero,185 lbs.,Luke Rockhold,WIN,KO/TKO,3.0,1:48,KO,Yoel Romero KO Win,Yoel Romero KO Win
Yoshihiro Akiyama,170 lbs.,Carl Toomey,WIN,SUB,1.0,0:59,Submission,Yoshihiro Akiyama Submission Win,Yoshihiro Akiyama Submission Win
Yoshiro Maeda,139 lbs.,Kenji Osawa,LOSS,S-DEC,3.0,5:00,Decision,Kenji Osawa Decision Win,Kenji Osawa Decision Win
Yuki Kondo,183 lbs.,Kazuhiro Nakamura,LOSS,U-DEC,3.0,5:00,Decision,Kazuhiro Nakamura Decision Win,Kazuhiro Nakamura Decision Win
Yushin Okami,170 lbs.,Dean Lister,WIN,U-DEC,3.0,5:00,Decision,Yushin Okami Decision Win,Yushin Okami Decision Win
Yves Edwards,155 lbs.,Rich Clementi,WIN,SUB,3.0,4:07,Submission,Yves Edwards Submission Win,Yves Edwards Submission Win
Yves Jabouin,135 lbs.,Mike Easton,WIN,U-DEC,3.0,5:00,Decision,Yves Jabouin Decision Win,Yves Jabouin Decision Win
Zak Cummings,205 lbs.,Trevin Giles,WIN,SUB,3.0,4:01,Submission,Zak Cummings Submission Win,Trevin Giles Decision Win
